Date,Price,Open,High,Low,Vol.,Change %,,Date2,Price2,,Date(Month),Date(Year),,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004
6/13/2019,442,429.75,442.75,429.5,402.15,0.028,,,,,6,2019,,,,,,,,,,,,,,,,,,,,,
6/12/2019,430,427.75,434.5,424,331.36,0.005,,,,,6,2019,,,,,,,,,,,,,,,,,,,,,
6/11/2019,427.75,415,430.25,408.25,360.32,0.029,,,,,6,2019,,,,,,,,,,,,,,,,,,,,,
6/10/2019,415.75,413,416.5,409,279.95,0,,,,,6,2019,,,,,,,,,,,,,,,,,,,,,
6/7/2019,415.75,421,423.5,415,227.75,-0.011,,,,,6,2019,,,,,,,,,,,,,,,,,,,,,
6/6/2019,420.5,414.5,421.5,407,279.01,0.014,,,,,6,2019,,,,,,,,,,,,,,,,,,,,,
6/5/2019,414.75,424.25,424.75,412.25,231.86,-0.025,,,,,6,2019,,,,,,,,,,,,,,,,,,,,,
6/4/2019,425.25,435,436,421.25,306.7,0.002,,,,,6,2019,,,,,,,,,,,,,,,,,,,,,
6/3/2019,424.25,426.25,430.75,418.25,288.44,-0.006,,,,,6,2019,,,,,,,,,,,,,,,,,,,,,
5/31/2019,427,435,437.5,423.25,302.17,-0.021,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/30/2019,436.25,416.5,436.75,413.25,324.91,0.042,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/29/2019,418.75,429.25,438,412.25,484.44,-0.004,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/28/2019,420.25,408,421,407.5,417.68,0.04,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/24/2019,404.25,390.5,404.75,389.75,299.95,0.037,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/23/2019,389.75,394,399,387,340.12,-0.012,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/22/2019,394.5,393.25,396.5,386.25,291.26,0.001,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/21/2019,394.25,393.25,399,391.25,451.26,0.014,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/20/2019,389,386,391.5,385.75,358.73,0.015,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/17/2019,383.25,380,384.75,380,319.5,0.011,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/16/2019,379,368.75,380.75,368.75,248.51,0.026,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/15/2019,369.5,369,380,368,336.99,0.025,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/14/2019,360.5,354.25,360.75,353.5,0.2,0.037,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/13/2019,347.5,335.5,348.25,335.5,0.29,0.015,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/10/2019,342.5,346.5,346.5,338.25,0.31,-0.006,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/9/2019,344.5,350,350,344,0.66,-0.03,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/8/2019,355.25,356.5,356.5,353.25,0.86,-0.008,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/7/2019,358,357,359.25,355,1.16,0.006,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/6/2019,355.75,352.5,356,349,1.71,-0.02,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/3/2019,363,362.25,363.25,359.5,1.65,0.003,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/2/2019,362,361,362.5,358.5,4.31,0.006,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
5/1/2019,360,353.5,360.5,353.5,8.29,0.019,,,,,5,2019,,,,,,,,,,,,,,,,,,,,,
4/30/2019,353.25,352.25,354,349.25,14.38,0.004,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/29/2019,352,353.25,356,351.25,250.77,0.002,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/26/2019,351.25,347.25,353.5,347,166.75,0.011,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/25/2019,347.5,346,351,342.25,236.88,0.002,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/24/2019,346.75,351,352.5,345.5,241.39,-0.013,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/23/2019,351.25,354.75,355,350.25,194.77,-0.01,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/22/2019,354.75,359,359,354.25,144.71,-0.011,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/18/2019,358.5,358,359.25,357,102.3,0.001,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/17/2019,358.25,358.25,360,356.75,148.18,-0.002,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/16/2019,359,362.5,362.5,357.25,192.35,-0.01,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/15/2019,362.75,361.25,364.25,361,208.54,0.005,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/12/2019,361,360.25,361.5,358.5,95.87,0.003,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/11/2019,360,361.25,363,358.5,264.73,-0.005,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/10/2019,361.75,360.25,362.75,360,253.3,0.005,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/9/2019,360,359.75,362.25,355.25,275.45,0,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/8/2019,360,362.25,363.5,359.5,269.56,-0.007,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/5/2019,362.5,364.5,364.75,360.5,273.06,-0.008,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/4/2019,365.25,362.75,366.25,362.75,159.33,0.007,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/3/2019,362.75,361.25,364.75,360.5,135.85,0.004,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/2/2019,361.5,362.25,363.5,359.25,117.19,-0.001,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
4/1/2019,361.75,356.5,363,356.5,239.35,0.015,,,,,4,2019,,,,,,,,,,,,,,,,,,,,,
