Date,Price,Open,High,Low,Vol.,Change %,,Date2,Price2,,Date(Month),Date(Year),,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004
1/17/2014,424,427,428,422.25,95.49,-0.009,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/16/2014,428,425.75,430,425,131.7,0.005,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/15/2014,425.75,431,431.5,425.5,118.78,-0.013,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/14/2014,431.5,433.5,434,427.25,156.82,-0.007,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/13/2014,434.5,431.75,435.5,430.5,219.14,0.004,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/10/2014,432.75,411.5,433,406.25,365.58,0.05,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/9/2014,412,416,416.75,408,228.11,-0.012,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/8/2014,417,425.25,427.75,414,221.23,-0.021,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/7/2014,426,427,430,425.25,124.44,-0.004,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/6/2014,427.75,423.5,428,423.5,96.64,0.01,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/3/2014,423.5,420.5,424,417,110.19,0.007,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
1/2/2014,420.5,422,427.25,418.5,136.28,-0.004,,,,,1,2014,,,,,,,,,,,,,,,,,,,,,
12/31/2013,422,423.5,423.5,421,77.09,-0.004,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/30/2013,423.5,426.5,426.75,423,60.44,-0.009,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/27/2013,427.5,426.25,429,426,52.4,0.003,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/26/2013,426.25,433,433,426,72.95,-0.019,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/24/2013,434.5,433.5,435.75,431.75,28.45,0.001,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/23/2013,434.25,433,436,431.75,65.97,0.002,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/20/2013,433.25,429.75,434.25,427.5,92.62,0.006,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/19/2013,430.5,425,431,424.25,99.37,0.013,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/18/2013,425,426,429.75,423,81.54,-0.004,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/17/2013,426.75,423,429,422,89.62,0.008,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/16/2013,423.25,425.75,426.5,420.5,114.42,0.007,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/13/2013,420.5,430,430,420.5,0.29,-0.018,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/12/2013,428.25,431.25,431.75,424.25,1.68,-0.007,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/11/2013,431.25,427.5,432,426,1.78,0.009,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/10/2013,427.5,428,431.25,421.75,3.14,-0.002,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/9/2013,428.5,424,429,422.75,1.4,0.011,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/6/2013,424,422.5,425,419.5,2.08,0.003,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/5/2013,422.75,425.5,426.25,420.5,2.39,-0.007,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/4/2013,425.5,421.5,430,418,7.67,0.008,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/3/2013,422,416.5,423,414.75,9.18,0.013,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
12/2/2013,416.5,414.75,417.25,410,14.98,0.003,,,,,12,2013,,,,,,,,,,,,,,,,,,,,,
11/29/2013,415.25,418.75,419.5,413,21.82,-0.005,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/27/2013,417.25,418,422.25,416.25,132.01,-0.003,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/26/2013,418.5,424.75,425,415.75,134.29,-0.015,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/25/2013,424.75,422.5,426.5,422.25,122.5,0.006,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/22/2013,422.25,422.25,426.75,420.5,191.25,-0.002,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/21/2013,423,417,424,416.75,184.36,0.014,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/20/2013,417,417.5,419,415,146.18,-0.002,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/19/2013,417.75,411.75,419,410.75,184.95,0.014,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/18/2013,412,421.5,422.5,411.5,251.1,-0.024,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/15/2013,422,426,430,421.5,215.39,-0.011,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/14/2013,426.5,429.75,431.25,425.5,166.63,-0.008,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/13/2013,429.75,432,434.5,428.75,226.43,-0.006,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/12/2013,432.25,434.25,438,430.25,176.53,-0.006,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/11/2013,434.75,427.25,437.25,427.25,256.56,0.019,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/8/2013,426.75,419.5,429.5,415.5,367.86,0.015,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/7/2013,420.5,421,424.25,419,240.01,-0.002,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/6/2013,421.25,424.5,426,420.75,203.38,-0.009,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/5/2013,425,425.5,427,424,173.09,-0.003,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/4/2013,426.25,426.25,428.75,425.25,154.96,-0.002,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
11/1/2013,427.25,427.75,429.75,425.75,175.6,-0.002,,,,,11,2013,,,,,,,,,,,,,,,,,,,,,
10/31/2013,428.25,430,436.25,427,226.9,-0.005,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/30/2013,430.25,431.5,435,429.5,145.11,-0.004,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/29/2013,432,430.25,434,428.25,160.43,0.003,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/28/2013,430.75,439,440,430.25,197.96,-0.021,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/25/2013,440,440,442,439.5,114.54,-0.001,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/24/2013,440.25,442,444.5,438.5,145.52,-0.006,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/23/2013,442.75,438,446.25,437.5,154.66,0.01,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/22/2013,438.25,443.25,444.5,437,94.42,-0.013,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/21/2013,444,440.5,444.5,438,105.74,0.006,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/18/2013,441.5,442.5,447.75,440,113.29,-0.003,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/17/2013,443,442,446.5,441.5,109.64,0.001,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/16/2013,442.75,443,446,439,120.31,-0.002,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/15/2013,443.5,436.5,444,436,132.99,0.015,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/14/2013,437,432.75,437.5,432,87.55,0.009,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/11/2013,433.25,436.5,437,432.5,95.88,-0.011,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/10/2013,438.25,443,446.5,436.5,110.46,-0.012,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/9/2013,443.5,441.5,447,440.5,106.37,0.004,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/8/2013,441.75,448.5,449.75,439.75,127.96,-0.017,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/7/2013,449.25,442.75,449.5,441.5,148.38,0.014,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/4/2013,443.25,439.5,443.75,438.75,80.71,0.009,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/3/2013,439.25,438.75,443.75,438,97.17,0.001,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/2/2013,439,438.75,441,435,110.68,0,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
10/1/2013,439,441.25,444.75,435.25,162.61,-0.006,,,,,10,2013,,,,,,,,,,,,,,,,,,,,,
9/30/2013,441.5,452.5,462,440.75,231.38,-0.028,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/27/2013,454,456.5,459,453,96.33,-0.006,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/26/2013,456.75,454.5,457.75,451,81.84,0.004,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/25/2013,454.75,448.25,456.75,448.25,102.26,0.013,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/24/2013,448.75,452.5,457,448,102.42,-0.01,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/23/2013,453.25,450,455,448.25,85.79,0.005,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/20/2013,451,459.5,460,450.5,117.38,-0.019,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/19/2013,459.5,457,463.25,455.5,118.13,0.007,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/18/2013,456.25,454,457,452,98.96,0.005,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/17/2013,454,457,468.5,453.25,142.92,-0.006,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/16/2013,456.5,457.5,462,454,96.54,0.014,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/13/2013,450,479.75,480.75,450,0.83,-0.061,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/12/2013,479,479.75,485.75,466.25,2.13,-0.002,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/11/2013,479.75,474.5,480.25,473,2.89,0.011,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/10/2013,474.75,475.5,476.5,472.25,5.29,-0.005,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/9/2013,477.25,491,493.5,475.5,5.83,-0.029,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/6/2013,491.5,489.25,492.5,484.25,3.03,0.004,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/5/2013,489.5,493.75,495,483.5,6.33,-0.009,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/4/2013,494,497,497,487.5,8.03,-0.008,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
9/3/2013,498,501.25,504.5,486,12.79,0.006,,,,,9,2013,,,,,,,,,,,,,,,,,,,,,
8/30/2013,495,496.75,499.5,487.75,33.79,-0.005,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/29/2013,497.25,503.75,504.5,496,62.09,-0.014,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/28/2013,504.25,500,506.75,495.5,62.7,0.009,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/27/2013,499.75,515,519.25,498.75,61.67,-0.031,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/26/2013,515.75,500.75,522.75,500.75,72.38,0.041,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/23/2013,495.5,487.5,500,487,73.98,0.016,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/22/2013,487.5,497,498.75,486.5,67.92,-0.021,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/21/2013,498,483.5,499.5,482,74.95,0.03,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/20/2013,483.75,492.75,494.25,482.5,46.4,-0.019,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/19/2013,493.25,483.25,493.75,478.25,55.41,0.041,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/16/2013,473.75,481,483.75,468.5,62.89,-0.016,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/15/2013,481.5,465,485,464.25,81.2,0.036,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/14/2013,464.75,455.25,465.75,455,80.63,0.021,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/13/2013,455.25,472,476.5,453.75,112.29,-0.036,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/12/2013,472,465.5,480,457,110.05,0.013,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/9/2013,465.75,473,476.75,464,80.18,-0.016,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/8/2013,473.5,468,475.5,468,90.62,0.011,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/7/2013,468.25,472,476.25,467.25,90.36,-0.009,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/6/2013,472.25,469,475.5,465.5,70.68,0.006,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/5/2013,469.25,473,475,465.5,74.63,-0.014,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/2/2013,476,487.5,489.25,475.25,83.42,-0.024,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
8/1/2013,487.5,499,499.75,486.5,68.28,-0.023,,,,,8,2013,,,,,,,,,,,,,,,,,,,,,
7/31/2013,499,495.5,499.5,493,76.26,0.007,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/30/2013,495.5,489.75,497.25,489.5,64.59,0.013,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/29/2013,489.25,492,497.5,488.25,64.51,-0.006,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/26/2013,492,495.25,499.75,490,65.92,-0.008,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/25/2013,496,508.5,510.75,492.25,126.37,-0.024,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/24/2013,508.25,522.5,524.25,507.75,103.14,-0.027,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/23/2013,522.5,539.25,539.25,521.5,92.86,-0.034,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/22/2013,540.75,544.25,545,536.25,49.04,-0.006,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/19/2013,544,539.75,545.5,536.75,77.72,0.006,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/18/2013,541,537.5,542.5,532,69.58,0.005,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/17/2013,538.5,546.25,549,537.75,45.39,-0.012,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/16/2013,545.25,540,549.75,539,55.37,0.017,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/15/2013,536.25,542.5,543.75,534.5,50.49,-0.236,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/12/2013,701.5,718,800,700.5,0.76,-0.021,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/11/2013,716.75,712,730,709,3.2,0.01,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/10/2013,709.75,703.75,711.75,703.25,2.65,0.008,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/9/2013,704,692,710,692,3.67,0.018,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/8/2013,691.75,684,695,684,4.26,0.01,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/5/2013,684.75,678,687,677.75,2.87,0.01,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/3/2013,678.25,674,681.75,670,3.93,0.008,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/2/2013,672.75,652.5,678.5,651,7.92,0.026,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
7/1/2013,655.5,678.5,690,653.5,18.28,-0.035,,,,,7,2013,,,,,,,,,,,,,,,,,,,,,
6/28/2013,679.25,668,685.5,652.25,37.86,0.018,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/27/2013,667.25,664,673,660.5,89.22,0.004,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/26/2013,664.5,658.5,667,658.5,84.39,0.012,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/25/2013,656.75,654,661,652,76.14,0.005,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/24/2013,653.25,660,660.25,650.5,63.78,-0.013,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/21/2013,661.75,673,673.75,660.25,90.42,-0.017,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/20/2013,673.25,679.75,679.75,667.5,81.19,-0.013,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/19/2013,682.25,672,683.75,665.25,145.52,0.013,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/18/2013,673.25,667.75,677.25,662.5,160.58,0.007,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/17/2013,668.5,652.5,672,651.5,122,0.021,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/14/2013,655,644,658,643.75,97.38,0.018,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/13/2013,643.5,652,653,640.5,125.19,-0.011,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/12/2013,650.75,659,662,646.25,138.8,-0.013,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/11/2013,659.5,650.5,661.25,647.25,111.23,0.015,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/10/2013,650,661.25,664.5,648.5,122.28,-0.024,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/7/2013,666.25,662.75,674,659.5,122.08,0.005,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/6/2013,663.25,660,664.5,655.5,73.05,0.004,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/5/2013,660.75,660.75,667,658.5,99.33,0,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/4/2013,660.5,655.5,664.25,648,90.52,0.007,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
6/3/2013,655.75,661.25,669,643.75,119.56,-0.009,,,,,6,2013,,,,,,,,,,,,,,,,,,,,,
5/31/2013,662,654,665.75,652.25,97.58,0.012,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/30/2013,654.25,663.75,667.25,649.5,103.45,-0.016,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/29/2013,665,666,668.25,651.5,135.98,-0.002,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/28/2013,666.5,659,669.75,655,85.5,0.014,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/24/2013,657.25,660.5,664.75,655.5,83.48,-0.007,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/23/2013,662,658,669.75,653,115.61,0.005,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/22/2013,658.5,640.25,659.25,637.75,119.11,0.029,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/21/2013,640,644.75,647,632.5,101.49,-0.015,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/20/2013,649.5,652,660.75,642.75,88.24,-0.005,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/17/2013,652.75,641.75,656,638.25,98.93,0.018,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/16/2013,641.5,650.25,652,640.25,72.06,-0.014,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/15/2013,650.75,652,659.75,645,78.5,-0.079,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/14/2013,706.75,718,722,704.25,0.86,-0.016,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/13/2013,718,694,722.5,694,1.78,0.044,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/10/2013,687.75,693,699.25,672,3.81,-0.01,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/9/2013,694.5,675,698,672.25,2.38,0.029,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/8/2013,675,675.75,679.5,669,2.3,-0.002,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/7/2013,676.5,682,683.75,674.75,4.15,-0.003,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/6/2013,678.75,689,689,675.5,4.25,-0.03,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/3/2013,699.5,697,705,694.75,6.15,0.003,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/2/2013,697.5,682,699.25,679.25,8.68,0.023,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
5/1/2013,681.75,679.5,686.25,671,10.24,-0.002,,,,,5,2013,,,,,,,,,,,,,,,,,,,,,
4/30/2013,683.25,684.5,693,675.25,30.42,-0.001,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/29/2013,684,649,688.75,649,93.28,0.062,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/26/2013,644,645,645,638.5,78.52,-0.002,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/25/2013,645.25,639.5,647,638.5,53.9,0.009,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/24/2013,639.5,638.5,644.75,636,84.14,0.002,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/23/2013,638.5,647.5,647.5,638,91.75,-0.011,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/22/2013,645.75,649.5,649.5,640.5,66.98,-0.01,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/19/2013,652,645.25,652.75,642.75,67.43,0.012,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/18/2013,644.5,659,664.5,643,124.21,-0.024,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/17/2013,660.5,662.75,665.25,656.5,99.18,-0.004,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/16/2013,663.25,645,664,641,112.62,0.026,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/15/2013,646.75,660.5,661,644.5,96.37,-0.018,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/12/2013,658.5,651.25,659.75,651.25,93.74,0.011,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/11/2013,651.25,649,661.5,647,140.56,0.004,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/10/2013,649,644,666.75,634.25,195.46,0.007,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/9/2013,644.25,634.25,646,634,157.85,0.017,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/8/2013,633.5,627.5,635.5,627.5,127.97,0.007,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/5/2013,629,630,635.75,626.5,152.29,-0.002,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/4/2013,630,642.5,644,627,169.84,-0.018,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/3/2013,641.5,641.5,647,635.75,165.64,0.002,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/2/2013,640.5,647,653.75,634,197.04,-0.003,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
4/1/2013,642.25,679,679,636.5,273.48,-0.076,,,,,4,2013,,,,,,,,,,,,,,,,,,,,,
3/28/2013,695.25,734,736.25,695.25,207.05,-0.054,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/27/2013,735.25,730,737.75,727.75,115.15,0.007,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/26/2013,730.25,731.5,732.75,725.5,94.36,-0.004,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/25/2013,733.25,725.5,734,721.5,94.64,0.01,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/22/2013,726.25,732.25,733,720,117.97,-0.009,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/21/2013,733,731.25,734.5,726.5,96.28,0.001,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/20/2013,732.5,727,733,724.5,121.85,0.006,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/19/2013,728.5,719,728.75,718.5,131.28,0.012,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/18/2013,720,715.5,721,710,92.67,0.004,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/15/2013,717,716,719.75,712.25,100.02,-0.022,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/14/2013,732.75,742,749,730,1.13,-0.012,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/13/2013,741.25,741,744,730,2.13,0,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/12/2013,741,733.25,743.25,730,1.79,0.009,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/11/2013,734.5,726.5,736.75,725.5,1.51,0.013,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/8/2013,725.25,712.75,725.75,711.5,1.68,0.019,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/7/2013,711.5,707.75,713.5,704,2.06,0.005,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/6/2013,708,732.25,732.25,707.5,6.06,-0.033,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/5/2013,732,723,733.5,722.75,6.35,0.012,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/4/2013,723,724.25,730.5,715.25,8.02,-0.002,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
3/1/2013,724.25,719.5,726.5,716,14.2,0.007,,,,,3,2013,,,,,,,,,,,,,,,,,,,,,
2/28/2013,719.5,709.5,722,709.5,42.72,0.014,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/27/2013,709.5,705,711.25,702.5,117.89,0.006,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/26/2013,705,693.5,705.75,691.75,125.54,0.017,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/25/2013,693.5,690,695.5,687.5,110.97,0.005,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/22/2013,690.25,692,697.75,690,121.67,-0.001,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/21/2013,690.75,700,701.25,690,137.03,-0.014,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/20/2013,700.5,696.75,701.5,693.25,140.77,0.008,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/19/2013,695.25,701,703.25,691,126.56,-0.005,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/15/2013,698.75,695,703.25,694,126.66,0.006,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/14/2013,694.75,695.75,699.25,690,133.47,-0.001,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/13/2013,695.5,696.5,701,687.25,187.13,-0.001,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
2/12/2013,696.25,702.25,703.25,691.5,202.09,-0.009,,,,,2,2013,,,,,,,,,,,,,,,,,,,,,
